GUJGASLTD,AARTIIND,ACC,ADANIENT,ADANIPORTS,APLLTD,ALKEM,AMARAJABAT,AMBUJACEM,APOLLOHOSP,APOLLOTYRE,ASHOKLEY,ASIANPAINT,AUBANK,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BALKRISIND,BANDHANBNK,BANKNIFTY,BANKBARODA,BATAINDIA,BERGEPAINT,BEL,BHARATFORG,BHEL,BPCL,BHARTIARTL,BIOCON,BOSCHLTD,BRITANNIA,CADILAHC,CANBK,CHOLAFIN,CIPLA,CUB,COALINDIA,COFORGE,COLPAL,CONCOR,CUMMINSIND,DABUR,DEEPAKNTR,DIVISLAB,DLF,LALPATHLAB,DRREDDY,EICHERMOT,ESCORTS,EXIDEIND,FEDERALBNK,GAIL,GLENMARK,GMRINFRA,GODREJCP,GODREJPROP,GRANULES,GRASIM,HAVELLS,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,HDFC,ITC,ICICIBANK,ICICIGI,ICICIPRULI,IDFCFIRSTB,IBULHSGFIN,IOC,IRCTC,IGL,INDUSTOWER,INDUSINDBK,NAUKRI,INFY,INDIGO,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,L&TFH,LTTS,LTI,LT,LICHSGFIN,LUPIN,MGL,M&MFIN,M&M,MANAPPURAM,MARICO,MARUTI,MFSL,MINDTREE,MOTHERSUMI,MPHASIS,MRF,MUTHOOTFIN,NATIONALUM,NAVINFLUOR,NESTLEIND,NAM-INDIA,NMDC,NTPC,ONGC,PETRONET,PFIZER,PIDILITIND,PEL,PFC,POWERGRID,PNB,PVR,RBLBANK,RECLTD,RELIANCE,NIFTY,SBILIFE,SRTRANSFIN,SIEMENS,SRF,SBIN,SAIL,SUNPHARMA,SUNTV,TATACHEM,TCS,TATACONSUM,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,TITAN,TORNTPOWER,TRENT,TVSMOTOR,ULTRACEMCO,UBL,MCDOWELL-N,UPL,VEDL,IDEA,VOLTAS,WIPRO,ZEEL
10,20,20,20,10,10,20,10,5,50,5,5,20,20,10,10,50,100,100,20,5,100,1,20,10,2.5,10,1,5,10,5,250,20,5,5,10,10,5,2.5,50,20,10,10,5,20,50,5,50,50,50,20,5,1,2.5,5,1,10,20,10,10,10,10,20,20,10,50,5,5,20,20,2.5,10,20,5,1,5,1,20,10,5,20,100,20,20,10,10,50,20,2.5,50,100,20,10,10,20,5,10,5,5,100,10,20,5,20,500,20,1,100,100,5,2.25,1,1,5,50,20,20,1.5,2.5,1,20,5,2.5,20,50,10,20,20,50,5,1,10,10,10,20,10,5,1,10,10,20,5,20,10,50,20,5,10,2.5,1,10,5,5
